sequence,cell_id,task_id,pair_id,pair_variant,source_pool_view_id,tool_pool_size,pool_repeat,method,selected_tool_id,transport_accepted,exactly_one_tool_call,arguments_json_valid,arguments_exact,primary_endpoint_hit,family_hit,alternative_hit,scientific_hit,primary_end_to_end,scientific_end_to_end,finish_reason,tool_call_count,provider_error,error_type,reasoning_content_observed,api_latency_ms
143,A002-A003-TOP5-R1-E3-MP-CA_OH_2-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CA_OH_2-MOLAR-MASS,PAIR-A002-A003-CA_OH_2,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,839.2839
144,A002-A003-TOP5-R1-E3-MP-CA_OH_2-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CA_OH_2-MOLAR-MASS,PAIR-A002-A003-CA_OH_2,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1327.3227
145,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CU_NH3_4_SO4-ELEMENTS,PAIR-A002-A003-CU_NH3_4_SO4,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1274.7449
146,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CU_NH3_4_SO4-ELEMENTS,PAIR-A002-A003-CU_NH3_4_SO4,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,990.1721
147,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CU_NH3_4_SO4-ELEMENTS,PAIR-A002-A003-CU_NH3_4_SO4,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,745.8258
148,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CU_NH3_4_SO4-ELEMENTS,PAIR-A002-A003-CU_NH3_4_SO4,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,878.5201
149,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CU_NH3_4_SO4-ELEMENTS,PAIR-A002-A003-CU_NH3_4_SO4,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1265.6352
150,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CU_NH3_4_SO4-ELEMENTS,PAIR-A002-A003-CU_NH3_4_SO4,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1011.2343
151,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CU_NH3_4_SO4-ELEMENTS,PAIR-A002-A003-CU_NH3_4_SO4,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,lexical_top5,,True,False,False,False,False,False,False,False,False,False,tool_calls,2,,multiple_tool_calls,False,2066.1725
152,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CU_NH3_4_SO4-ELEMENTS,PAIR-A002-A003-CU_NH3_4_SO4,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,877.8213
153,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CU_NH3_4_SO4-ELEMENTS,PAIR-A002-A003-CU_NH3_4_SO4,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,hierarchical,,True,False,False,False,False,False,False,False,False,False,tool_calls,2,,multiple_tool_calls,False,1212.531
154,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CU_NH3_4_SO4-ELEMENTS,PAIR-A002-A003-CU_NH3_4_SO4,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,lexical_top5,,True,False,False,False,False,False,False,False,False,False,tool_calls,2,,multiple_tool_calls,False,1365.0843
155,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CU_NH3_4_SO4-ELEMENTS,PAIR-A002-A003-CU_NH3_4_SO4,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1124.4739
156,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CU_NH3_4_SO4-ELEMENTS,PAIR-A002-A003-CU_NH3_4_SO4,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,hierarchical,,False,False,False,False,False,False,False,False,False,False,,0,DeepSeek HTTP 522: ,provider_error_terminal,False,5204.7502
157,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CU_NH3_4_SO4-MOLAR-MASS,PAIR-A002-A003-CU_NH3_4_SO4,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,851.1946
158,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CU_NH3_4_SO4-MOLAR-MASS,PAIR-A002-A003-CU_NH3_4_SO4,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,718.2694
159,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CU_NH3_4_SO4-MOLAR-MASS,PAIR-A002-A003-CU_NH3_4_SO4,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,956.4465
160,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CU_NH3_4_SO4-MOLAR-MASS,PAIR-A002-A003-CU_NH3_4_SO4,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1066.7392
161,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CU_NH3_4_SO4-MOLAR-MASS,PAIR-A002-A003-CU_NH3_4_SO4,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1012.8062
162,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CU_NH3_4_SO4-MOLAR-MASS,PAIR-A002-A003-CU_NH3_4_SO4,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,690.3446
163,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CU_NH3_4_SO4-MOLAR-MASS,PAIR-A002-A003-CU_NH3_4_SO4,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,929.4189
164,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CU_NH3_4_SO4-MOLAR-MASS,PAIR-A002-A003-CU_NH3_4_SO4,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,840.9511
165,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CU_NH3_4_SO4-MOLAR-MASS,PAIR-A002-A003-CU_NH3_4_SO4,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,915.6833
166,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CU_NH3_4_SO4-MOLAR-MASS,PAIR-A002-A003-CU_NH3_4_SO4,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1062.4198
167,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CU_NH3_4_SO4-MOLAR-MASS,PAIR-A002-A003-CU_NH3_4_SO4,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,905.13
168,A002-A003-TOP5-R1-E3-MP-CU_NH3_4_SO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CU_NH3_4_SO4-MOLAR-MASS,PAIR-A002-A003-CU_NH3_4_SO4,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1016.9565
169,A002-A003-TOP5-R1-E3-MP-FES-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-FES-ELEMENTS,PAIR-A002-A003-FES,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1974.3752
170,A002-A003-TOP5-R1-E3-MP-FES-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-FES-ELEMENTS,PAIR-A002-A003-FES,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1650.1982
171,A002-A003-TOP5-R1-E3-MP-FES-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-FES-ELEMENTS,PAIR-A002-A003-FES,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,975.1564
172,A002-A003-TOP5-R1-E3-MP-FES-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-FES-ELEMENTS,PAIR-A002-A003-FES,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,997.1648
173,A002-A003-TOP5-R1-E3-MP-FES-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-FES-ELEMENTS,PAIR-A002-A003-FES,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,827.6803
174,A002-A003-TOP5-R1-E3-MP-FES-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-FES-ELEMENTS,PAIR-A002-A003-FES,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1014.9029
175,A002-A003-TOP5-R1-E3-MP-FES-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-FES-ELEMENTS,PAIR-A002-A003-FES,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,781.1101
176,A002-A003-TOP5-R1-E3-MP-FES-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-FES-ELEMENTS,PAIR-A002-A003-FES,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1255.2865
177,A002-A003-TOP5-R1-E3-MP-FES-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-FES-ELEMENTS,PAIR-A002-A003-FES,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1097.2513
178,A002-A003-TOP5-R1-E3-MP-FES-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-FES-ELEMENTS,PAIR-A002-A003-FES,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,826.6021
179,A002-A003-TOP5-R1-E3-MP-FES-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-FES-ELEMENTS,PAIR-A002-A003-FES,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1127.6332
180,A002-A003-TOP5-R1-E3-MP-FES-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-FES-ELEMENTS,PAIR-A002-A003-FES,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,956.267
181,A002-A003-TOP5-R1-E3-MP-FES-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-FES-MOLAR-MASS,PAIR-A002-A003-FES,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1256.6979
182,A002-A003-TOP5-R1-E3-MP-FES-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-FES-MOLAR-MASS,PAIR-A002-A003-FES,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1242.8895
183,A002-A003-TOP5-R1-E3-MP-FES-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-FES-MOLAR-MASS,PAIR-A002-A003-FES,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1019.85
184,A002-A003-TOP5-R1-E3-MP-FES-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-FES-MOLAR-MASS,PAIR-A002-A003-FES,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,884.5645
185,A002-A003-TOP5-R1-E3-MP-FES-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-FES-MOLAR-MASS,PAIR-A002-A003-FES,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,883.6751
186,A002-A003-TOP5-R1-E3-MP-FES-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-FES-MOLAR-MASS,PAIR-A002-A003-FES,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,792.1685
187,A002-A003-TOP5-R1-E3-MP-FES-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-FES-MOLAR-MASS,PAIR-A002-A003-FES,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,916.3657
188,A002-A003-TOP5-R1-E3-MP-FES-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-FES-MOLAR-MASS,PAIR-A002-A003-FES,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,806.4708
189,A002-A003-TOP5-R1-E3-MP-FES-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-FES-MOLAR-MASS,PAIR-A002-A003-FES,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1139.6566
190,A002-A003-TOP5-R1-E3-MP-FES-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-FES-MOLAR-MASS,PAIR-A002-A003-FES,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,763.7939
191,A002-A003-TOP5-R1-E3-MP-FES-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-FES-MOLAR-MASS,PAIR-A002-A003-FES,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,819.7059
192,A002-A003-TOP5-R1-E3-MP-FES-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-FES-MOLAR-MASS,PAIR-A002-A003-FES,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,808.3314
